label,sentence
0,It's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow.
0,"As it stands, Crocodile Hunter has the hurried, badly cobbled look of the 1959 Godzilla, which combined scenes of a Japanese monster flick with canned shots of Raymond Burr commenting on the monster's path of destruction."
1,Leigh succeeds in delivering a dramatic slap in the face that's simultaneously painful and refreshing.
0,"I liked the original short story but this movie, even at an hour and twenty-some minutes, it's too long and it goes nowhere."
0,"It's the kind of under-inspired, overblown enterprise that gives Hollywood sequels a bad name."
0,The movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it weren't true.
0,Really does feel like a short stretched out to feature length.
1,"A breezy blend of art, history, esoteric musings and philosophy."
1,"Unexpected moments of authentically impulsive humor are the hallmark of this bittersweet, uncommonly sincere movie that portrays the frank humanity of...emotional recovery."
1,"Stands as a document of what it felt like to be a New Yorker -- or, really, to be a human being -- in the weeks after 9/11."
1,My Wife Is an Actress works as well as it does because (the leads) are such a companionable couple.
1,"About Schmidt is Nicholson's goofy, heartfelt, mesmerizing King Lear."
1,"A comedy that is warm, inviting, and surprising."
1,"Hatfield and Hicks make the oddest of couples, and in this sense the movie becomes a study of the gambles of the publishing world, offering a case study that exists apart from all the movie's political ramifications."
0,"The movie is so contrived, nonsensical and formulaic that, come to think of it, the day-old shelf would be a more appropriate location to store it."
1,"This sensitive, smart, savvy, compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem."
1,"Enigma looks great, has solid acting and a neat premise."
0,"Eventually, they will have a showdown, but, by then, your senses are as mushy as peas and you don't care who fires the winning shot."
1,"As warm as it is wise, deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer, providing an experience that is richer than anticipated."
0,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess...In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.
1,"This ready-made midnight movie probably won't stand the cold light of day, but under the right conditions, it's goofy (if not entirely wholesome) fun."
0,"Hampered -- no, paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire."
0,"Although sensitive to a fault, it's often overwritten, with a surfeit of weighty revelations, flowery dialogue, and nostalgia for the past and roads not taken."
0,"Several uninteresting, unlikeable people do bad things to and with each other in ""Unfaithful."""
0,"...a low rate Annie featuring some kid who can't act, only echoes of Jordan, and weirdo actor Crispin Glover screwing things up old school."
1,This version does justice both to Stevenson and to the sci-fi genre.
0,"Surprisingly, considering that Baird is a former film editor, the movie is rather choppy."
1,"Directing with a sure and measured hand, (Haneke) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology."
0,"...it wasn't the subject matter that ultimately defeated the film...It was the unfulfilling, incongruous, ""wait a second, did I miss something?"""
1,"Wiseman is patient and uncompromising, letting his camera observe and record the lives of women torn apart by a legacy of abuse."
1,"It's a compelling and horrifying story, and The Laramie Project is worthwhile for reminding us that this sort of thing does, in fact, still happen in America."
1,"UB equally spoofs and celebrates the more outre aspects of 'black culture' and the dorkier aspects of 'white culture,' even as it points out how inseparable the two are."
0,"Full Frontal, which opens today nationwide, could almost be classified as a movie-industry satire, but it lacks the generous inclusiveness that is the genre's definitive, if disingenuous, feature."
0,"Ultimately ... the movie is too heady for children, and too preachy for adults."
0,Couldn't someone take Rob Schneider and have him switch bodies with a funny person?
0,"In the wrong hands, i.e. Peploe's, it's simply unbearable"
1,"What saves it ... and makes it one of the better video-game-based flicks, is that the film acknowledges upfront that the plot makes no sense, such that the lack of linearity is the point of emotional and moral departure for protagonist Alice."
0,"Like an Afterschool Special with costumes by Gianni Versace, Mad Love looks better than it feels."
1,"A strong script, powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman, who is not only a pianist, but a good human being."
1,"Miller tells this very compelling tale with little fuss or noise, expertly plucking tension from quiet."
0,"It has no affect on the Kurds, but it wore me down."
1,The wanton slipperiness of *Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art.
1,"The real star of this movie is the score, as in the songs translate well to film, and it's really well directed."
0,"Instead of letting the laughs come as they may, Lawrence unleashes his trademark misogyny -- er, comedy -- like a human volcano or an overflowing septic tank, take your pick."
0,This Tuxedo ... should have been sent back to the tailor for some major alterations.
0,Ever see one of those comedies that just seem like a bad idea from frame one?
1,The film is impressive for the sights and sounds of the wondrous beats the world has to offer.
